Year,Month,State,Primary Mode,Etiology,Etiology Status,Water Exposure,Water Type,Animal Type
2010,12,Maine,Person-to-person,,,,,
2010,12,Vermont,Food,Campylobacter jejuni,Confirmed,,,
2010,12,Vermont,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Ohio,Indeterminate/unknown,,,,,
2010,12,Texas,Person-to-person,,,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Arizona,Person-to-person,,,,,
2010,12,Louisiana,Indeterminate/unknown,Norovirus Genogroup I,Confirmed,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Minnesota,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Ohio,Indeterminate/unknown,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Ohio,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Iowa,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Connecticut,Person-to-person,,,,,
2010,12,Connecticut,Person-to-person,,,,,
2010,12,Connecticut,Person-to-person,,,,,
2010,12,Connecticut,Person-to-person,,,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,South Carolina,Person-to-person,,,,,
2010,12,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,South Carolina,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,Ohio,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,12,Illinois,Food,Staphylococcus aureus,Confirmed,,,
2010,12,Illinois,Food,,,,,
2010,12,Illinois,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2010,12,Illinois,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Illinois,Food,Staphylococcus aureus,Confirmed,,,
2010,12,Illinois,Food,,,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Ohio,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Food,Norovirus Genogroup II,Suspected,,,
2010,12,Oregon,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Food,Norovirus,Suspected,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2010,12,Maine,Person-to-person,,,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup I,Suspected,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Suspected;Confirmed,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Wisconsin,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Connecticut,Person-to-person,,,,,
2010,12,Connecticut,Person-to-person,,,,,
2010,12,Minnesota,Indeterminate/unknown,Norovirus,Suspected,,,
2010,12,Minnesota,Indeterminate/unknown,,,,,
2010,12,California,Indeterminate/unknown,,,,,
2010,12,Kentucky,Indeterminate/unknown,,,,,
2010,12,Tennessee,Indeterminate/unknown,,,,,
2010,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Ohio,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Ohio,Food,Norovirus Genogroup I,Confirmed,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Illinois,Food,Shigella sonnei,Confirmed,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Ohio,Person-to-person,,,,,
2010,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Ohio,Indeterminate/unknown,Campylobacter unknown,Suspected,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Florida,Food,Norovirus,Suspected,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Iowa,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Connecticut,Food,Norovirus Genogroup I,Confirmed,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Colorado,Indeterminate/unknown,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Wisconsin,Food,Norovirus Genogroup II,Suspected,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Ohio,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Ohio,Person-to-person,,,,,
2010,12,Ohio,Person-to-person,,,,,
2010,12,Ohio,Person-to-person,,,,,
2010,12,New Mexico,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Pennsylvania,Person-to-person,,,,,
2010,12,Virginia,Food,Norovirus unknown,Confirmed,,,
2010,12,Connecticut,Person-to-person,Norovirus,Suspected,,,
2010,12,Connecticut,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Missouri,Person-to-person,,,,,
2010,12,Massachusetts,Person-to-person,Norovirus,Confirmed,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Confirmed;Confirmed,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Missouri,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Alaska,Food,Clostridium botulinum,Confirmed,,,
2010,12,Missouri,Person-to-person,,,,,
2010,12,Kentucky,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Florida,Food,Norovirus,Suspected,,,
2010,12,Florida,Food,Norovirus,Suspected,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup I,Suspected;Confirmed,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Alaska,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,District of Columbia,Person-to-person,Norovirus unknown,Suspected,,,
2010,12,District of Columbia,Person-to-person,,,,,
2010,12,Connecticut,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Utah,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,12,Connecticut,Person-to-person,,,,,
2010,12,Rhode Island,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Pennsylvania,Person-to-person,Norovirus,Confirmed,,,
2010,12,Wisconsin,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,West Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,West Virginia,Person-to-person,Norovirus Genogroup I;Norovirus Genogroup II,Confirmed;Confirmed,,,
2010,12,West Virginia,Person-to-person,Norovirus Genogroup I,Suspected,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,West Virginia,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2010,12,District of Columbia,Person-to-person,,,,,
2010,12,District of Columbia,Person-to-person,Norovirus unknown,Suspected,,,
2010,12,Texas,Indeterminate/unknown,,,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Confirmed;Suspected,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New Mexico,Food,Norovirus,Confirmed,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New Mexico,Indeterminate/unknown,,,,,
2010,12,Utah,Food,,,,,
2010,12,California,Food,,,,,
2010,12,Maine,Person-to-person,,,,,
2010,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Utah,Water,Legionella pneumophila;Legionella pneumophila,Suspected;Confirmed,Drinking water,Community,
2010,12,Maryland,Food,,,,,
2010,12,Alaska,Person-to-person,,,,,
2010,12,Ohio,Person-to-person,,,,,
2010,12,Massachusetts,Person-to-person,Norovirus,Confirmed,,,
2010,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2010,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2010,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2010,12,Ohio,Person-to-person,Shigella sonnei,Suspected,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Pennsylvania,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2010,12,Michigan,Indeterminate/unknown,,,,,
2010,12,South Carolina,Person-to-person,,,,,
2010,12,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,South Carolina,Food,Clostridium perfringens;Staphylococcus aureus,Confirmed;Confirmed,,,
2010,12,South Carolina,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,South Carolina,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,South Carolina,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Washington,Food,Listeria monocytogenes,Confirmed,,,
2010,12,Washington,Food,,,,,
2010,12,California,Food,,,,,
2010,12,California,Food,,,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,Utah,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Missouri,Person-to-person,,,,,
2010,12,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2010,12,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Pennsylvania,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Alaska,Indeterminate/unknown,Campylobacter jejuni,Confirmed,,,
2010,12,Texas,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup I,Suspected,,,
2010,12,New Mexico,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,New Mexico,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Kansas,Food,,,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Kansas,Food,Norovirus Genogroup II,Suspected,,,
2010,12,Kansas,Food,,,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Florida,Food,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,West Virginia,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,West Virginia,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,West Virginia,Person-to-person,,,,,
2010,12,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Colorado,Food,,,,,
2010,12,Pennsylvania,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2010,12,Pennsylvania,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2010,12,Pennsylvania,Indeterminate/unknown,,,,,
2010,12,Pennsylvania,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Kentucky,Person-to-person,,,,,
2010,12,Kentucky,Person-to-person,,,,,
2010,12,Pennsylvania,Food,Norovirus,Suspected,,,
2010,12,Oregon,Person-to-person,,,,,
2010,12,Michigan,Food,,,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup I,Confirmed;Suspected,,,
2010,12,Massachusetts,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Washington,Food,Norovirus,Suspected,,,
2010,12,Florida,Food,Salmonella enterica,Confirmed,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Pennsylvania,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Michigan,Person-to-person,,,,,
2010,12,Arizona,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Washington,Indeterminate/unknown,Norovirus,Suspected,,,
2010,12,Arizona,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Arizona,Person-to-person,,,,,
2010,12,Arizona,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Arizona,Food,,,,,
2010,12,Arizona,Person-to-person,,,,,
2010,12,Maryland,Food,,,,,
2010,12,California,Food,,,,,
2010,12,Missouri,Person-to-person,,,,,
2010,12,Michigan,Food,,,,,
2010,12,Ohio,Person-to-person,,,,,
2010,12,Ohio,Indeterminate/unknown,,,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Oregon,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Missouri,Person-to-person,,,,,
2010,12,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Rotavirus;Clostridium other;Norovirus unknown;Norovirus Genogroup II,Confirmed;Confirmed;Confirmed;Confirmed,,,
2010,12,Oregon,Indeterminate/unknown,Norovirus Genogroup II,Suspected,,,
2010,12,Oregon,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Indeterminate/unknown,,,,,
2010,12,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Missouri,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,North Dakota,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Oregon,Indeterminate/unknown,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2010,12,Wisconsin,Person-to-person,,,,,
2010,12,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,12,Arizona,Person-to-person,,,,,
2010,12,New Hampshire,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,12,New Hampshire,Person-to-person,,,,,
2010,12,Missouri,Person-to-person,,,,,
2010,12,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New Hampshire,Person-to-person,,,,,
2010,12,Virginia,Food,Norovirus unknown,Suspected,,,
2010,12,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New Hampshire,Person-to-person,,,,,
2010,12,New Hampshire,Person-to-person,,,,,
2010,12,New Hampshire,Person-to-person,,,,,
2010,12,New Hampshire,Person-to-person,Norovirus,Suspected,,,
2010,12,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New Hampshire,Person-to-person,Norovirus,Suspected,,,
2010,12,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Missouri,Person-to-person,,,,,
2010,12,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
